1.6584,2.3134,1
1.9431,2.3115,1
1.996,2.2743,1
2.185,2.2914,1
2.4141,1.7007,1
2.3955,2.2783,1
1.5253,2.1744,1
1.5554,1.6753,1
1.5425,1.965,1
1.9104,2.2382,1
2.2945,2.2877,1
2.3777,2.073,1
1.983,1.6643,1
1.8212,2.417,1
2.1728,1.5634,1
2.4488,1.9975,1
1.6151,2.1285,1
2.0107,2.278,1
1.7505,1.8206,1
1.7138,2.1915,1
1.6515,1.7603,1
2.0264,2.436,1
2.1645,1.7708,1
2.1183,1.7528,1
1.5621,1.5346,1
1.5169,1.6048,1
1.9324,2.2062,1
1.7447,1.5036,1
1.8905,2.2136,1
2.3659,1.7403,1
2.4562,1.538,1
2.1681,2.4218,1
2.239,1.5459,1
1.5094,1.8512,1
1.5765,2.23,1
1.7417,2.2852,1
2.3749,1.7993,1
2.23,2.2682,1
1.7796,1.5416,1
1.8194,1.599,1
1.8181,2.399,1
2.1374,2.0771,1
2.0055,1.5119,1
1.746,2.2944,1
2.1753,1.7883,1
1.8586,1.9642,1
1.7068,1.8087,1
1.5581,1.7415,1
1.8718,2.1272,1
2.3255,2.4049,1
2.3238,2.496,1
2.241,2.2268,1
1.5818,1.5836,1
1.9586,2.452,1
2.0083,2.3999,1
1.5705,1.8495,1
1.7155,2.0008,1
1.7207,2.3136,1
1.9226,2.2702,1
1.9102,1.8455,1
1.9164,1.7105,1
2.0594,1.7097,1
2.1707,2.0037,1
1.717,1.5716,1
2.1353,1.6093,1
2.4851,2.2985,1
2.0792,1.8719,1
1.8241,2.1014,1
1.8127,1.7569,1
2.0698,2.3711,1
1.9698,1.7899,1
2.4847,1.7256,1
2.4122,2.4904,1
1.6962,1.852,1
2.1306,1.6464,1
1.7619,1.5273,1
1.8288,1.5146,1
1.8747,2.3929,1
1.9203,2.304,1
2.1397,1.7467,1
1.5684,1.684,1
2.2789,1.7551,1
2.4671,1.5228,1
1.8935,1.7275,1
1.5185,2.4951,1
2.4307,2.1713,1
2.0902,2.1288,1
2.3919,2.2111,1
2.3818,1.8644,1
2.3148,1.6549,1
1.8359,2.4774,1
1.7075,1.5631,1
1.8455,1.6295,1
2.2568,2.2273,1
1.9192,1.9754,1
2.1743,2.478,1
2.2986,2.2047,1
1.6763,1.8992,1
1.9489,2.1104,1
2.2204,2.4805,1
3.1779,3.4573,-1
2.6207,3.0029,-1
2.5686,3.4898,-1
2.9402,3.1857,-1
2.8108,2.6068,-1
2.5068,2.8043,-1
2.6962,2.5934,-1
3.2657,2.7311,-1
3.4874,2.5254,-1
3.2408,2.7356,-1
2.8929,3.4407,-1
2.8965,2.7363,-1
2.6768,2.7549,-1
3.2158,2.5811,-1
3.0411,2.7755,-1
2.5917,3.4969,-1
2.8437,3.3786,-1
2.9145,3.0422,-1
2.925,3.0986,-1
3.0591,3.2973,-1
3.0184,2.7961,-1
2.9481,2.7625,-1
3.2064,3.4063,-1
2.906,2.5821,-1
2.8764,2.9185,-1
3.351,3.3622,-1
2.6786,3.0997,-1
2.9575,3.4738,-1
2.9173,2.9502,-1
3.4864,2.7948,-1
3.4027,2.9257,-1
3.3203,2.5874,-1
3.2579,2.5248,-1
2.9998,3.326,-1
2.716,2.557,-1
3.1935,2.6036,-1
2.8776,3.0481,-1
2.9224,3.3568,-1
2.9462,3.0026,-1
3.4414,3.2661,-1
3.3294,3.3863,-1
3.2588,2.5175,-1
2.5801,2.7481,-1
3.0776,2.651,-1
3.2782,3.1398,-1
2.6575,3.1393,-1
3.4998,3.3544,-1
2.5759,2.9875,-1
3.2908,2.9135,-1
3.1342,3.0701,-1
2.989,3.4646,-1
3.4896,2.7687,-1
2.7708,3.1175,-1
2.8389,3.3001,-1
2.9978,3.4727,-1
3.3362,2.6029,-1
2.6263,2.5933,-1
2.6196,3.1248,-1
2.9589,3.4252,-1
3.0502,2.647,-1
3.2534,2.991,-1
2.9383,3.185,-1
3.0895,2.9888,-1
3.4157,3.4467,-1
3.0285,3.441,-1
2.9939,3.1615,-1
2.7136,3.2048,-1
3.2522,2.512,-1
3.2025,2.6961,-1
2.5776,3.1189,-1
2.9514,3.4062,-1
2.643,3.3902,-1
2.6747,2.5657,-1
3.2598,3.4559,-1
3.3208,2.9412,-1
3.1461,2.785,-1
3.0079,3.1037,-1
3.1614,2.9502,-1
3.4784,2.595,-1
2.6082,3.2785,-1
3.1548,3.2083,-1
2.8505,3.4345,-1
3.3836,3.2644,-1
2.859,2.7629,-1
3.1995,3.494,-1
3.3638,3.1318,-1
2.8196,3.1635,-1
3.0681,3.0377,-1
3.3844,3.4179,-1
2.681,2.6779,-1
2.9153,3.1354,-1
2.7832,3.1707,-1
2.5026,2.708,-1
3.2577,2.7548,-1
2.5327,3.4758,-1
3.3012,2.7605,-1
2.696,3.0827,-1
2.6327,2.732,-1
2.5737,2.5123,-1
2.6835,3.1363,-1
